21.000000,9.600000,34.000000,0.000000,180.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,character
3.000000,11.600000,3.000000,0.000000,0.000000,0.000000,0.810000,0.710000,0.600000,0,-1,0,character
29.000000,10.300000,27.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,tree
6.000000,9.300000,37.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,tree
13.000000,8.300000,24.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,tree
35.000000,11.500000,28.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,sheep
30.299999,14.800001,19.000000,-9.000000,-33.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,sheep
15.000000,7.500000,24.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,sheep
26.000000,9.600000,0.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,spider
30.000000,8.600000,31.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,spider
37.000000,10.600000,35.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,spider
26.000000,9.600000,35.000000,0.000000,0.000000,0.000000,0.300000,0.300000,0.300000,0,-1,0,chicken
17.000000,6.600000,26.000000,0.000000,0.000000,0.000000,0.300000,0.300000,0.300000,0,-1,0,chicken
21.000000,8.600000,29.000000,0.000000,0.000000,0.000000,0.300000,0.300000,0.300000,0,-1,0,chicken
19.000000,15.000000,19.000000,0.000000,0.000000,0.000000,0.600000,0.600000,0.600000,0,-1,0,tree
